id;nome;significado;origem;motivo_escolha;pesquisas
1672;Sansão; Pequeno sol;Hebraica;GERADO POR IA;0
1673;Talita; Menina;Aramaica;GERADO POR IA;0
1674;Urias; Deus é minha luz;Hebraica;GERADO POR IA;0
1675;Vasti; Bela;Persa;GERADO POR IA;0
1676;Werther; Guardião do exército;Germânica;GERADO POR IA;0
1677;Xerxes; Governante;Persa;GERADO POR IA;0
1678;Yasmin; Flor de jasmim;Persa;GERADO POR IA;0
1679;Zebedeu; Presente de Deus;Hebraica;GERADO POR IA;0
1680;Aban; Água;Persa;GERADO POR IA;0
1681;Bastião; Venerável;Grega;GERADO POR IA;0
1682;Cibele; Mãe terra;Frígia;GERADO POR IA;0
1683;Dagmar; Dia glorioso;Escandinava;GERADO POR IA;0
1684;Edivaldo; Governante rico;Germânica;GERADO POR IA;0
1685;Fábia; Agricultora;Latina;GERADO POR IA;0
1686;Giane; Deus é gracioso;Italiana;GERADO POR IA;0
1687;Hilel; Louvado;Hebraica;GERADO POR IA;0
1688;Iracema; Lábios de mel;Tupi;GERADO POR IA;0
1689;Jaci; Lua;Tupi;GERADO POR IA;0
1690;Kailane; Pura;Irlandesa;GERADO POR IA;0
1691;Líder; Condutor;Inglesa;GERADO POR IA;0
1692;Maíra; Filha de Araci;Tupi;GERADO POR IA;0
1693;Nelson; Filho de Neil;Inglesa;GERADO POR IA;0
1694;Oziel; Força de Deus;Hebraica;GERADO POR IA;0
1695;Pérola; Pérola;Latina;GERADO POR IA;0
1696;Querubim; Anjo;Hebraica;GERADO POR IA;0
1697;Rute; Amizade;Hebraica;GERADO POR IA;0
1698;Salomé; Paz;Hebraica;GERADO POR IA;0
1699;Társis; Pedra preciosa;Hebraica;GERADO POR IA;0
1700;Uziel; Força de Deus;Hebraica;GERADO POR IA;0
1701;Vânia; Deus é gracioso;Russa;GERADO POR IA;0
1702;Wanda; Andarilha;Eslava;GERADO POR IA;0
1703;Xena; Hospedeira;Grega;GERADO POR IA;0
1704;Yara; Senhora das águas;Tupi;GERADO POR IA;0
1705;Zara; Princesa;Árabe;GERADO POR IA;0
1706;Açucena; Flor;Árabe;GERADO POR IA;0
1707;Berenice; Portadora da vitória;Grega;GERADO POR IA;0
1708;Cássio; Vazio;Latina;GERADO POR IA;0
1709;Dália; Flor;Grega;GERADO POR IA;0
1710;Edna; Prazer;Hebraica;GERADO POR IA;0
1711;Floriano; Florido;Latina;GERADO POR IA;0
1712;Glaucia; Brilho cinza;Grega;GERADO POR IA;0
1713;Hélia; Sol;Grega;GERADO POR IA;0
1714;Ivanir; Deus é gracioso;Russa;GERADO POR IA;0
1715;Jandira; Abelha;Tupi;GERADO POR IA;0
1716;Kauê; Aquele que vê;Tupi;GERADO POR IA;0
1717;Lavínia; Mulher de Lácio;Latina;GERADO POR IA;0
1718;Márcia; Guerreira;Latina;GERADO POR IA;0
1719;Nair; Negra;Árabe;GERADO POR IA;0
1720;Olavo; Herdeiro;Escandinava;GERADO POR IA;0
1721;Priscila; Antiga;Latina;GERADO POR IA;0
1722;Querência; Lar;Espanhola;GERADO POR IA;0
1723;Rogério; Lança famosa;Germânica;GERADO POR IA;0
1724;Sílvio; Da floresta;Latina;GERADO POR IA;0
1725;Tereza; Caçadora;Grega;GERADO POR IA;0
1726;Ubaldo; Coragem;Germânica;GERADO POR IA;0
1727;Valéria; Saúde;Latina;GERADO POR IA;0
1728;Waldir; Governante do exército;Germânica;GERADO POR IA;0
1729;Xavier; Novo lar;Basco;GERADO POR IA;0
1730;Yasmin; Flor de jasmim;Persa;GERADO POR IA;0
1731;Zélia; Zelosa;Grega;GERADO POR IA;0
1732;Abílio; Pastor;Grega;GERADO POR IA;0
1733;Benedita; Abençoada;Latina;GERADO POR IA;0
1734;Cremilda; Protetora famosa;Germânica;GERADO POR IA;0
1735;Delfim; Golfinho;Grega;GERADO POR IA;0
1736;Edmundo; Protetor da prosperidade;Germânica;GERADO POR IA;0
1737;Florinda; Florida;Latina;GERADO POR IA;0
1738;Geralda; Lança governante;Germânica;GERADO POR IA;0
1739;Hermínio; Mensageiro;Grega;GERADO POR IA;0
1740;Ilda; Guerreira;Germânica;GERADO POR IA;0
1741;Jacinto; Flor;Grega;GERADO POR IA;0
1742;Kléber; Famoso;Germânica;GERADO POR IA;0
1743;Ludovico; Guerreiro famoso;Germânica;GERADO POR IA;0
1744;Marlene; Combinação de Maria e Madalena;Germânica;GERADO POR IA;0
1745;Neide; Presente;Grega;GERADO POR IA;0
1746;Odir; Rico;Germânica;GERADO POR IA;0
1747;Plínio; Cheio;Latina;GERADO POR IA;0
1748;Quirino; Lança;Latina;GERADO POR IA;0
1749;Rosana; Graciosa como uma rosa;Latina;GERADO POR IA;0
1750;Simeão; Ouvinte;Hebraica;GERADO POR IA;0
1751;Terezinha; Pequena caçadora;Grega;GERADO POR IA;0
1752;Ubiratã; Árvore forte;Tupi;GERADO POR IA;0
1753;Vanderlei; Viajante do vale;Germânica;GERADO POR IA;0
1754;Waldete; Luta do governante;Germânica;GERADO POR IA;0
1755;Xisto; Polido;Grega;GERADO POR IA;0
1756;Yara; Senhora das águas;Tupi;GERADO POR IA;0
1757;Zacarias; Deus lembrou;Hebraica;GERADO POR IA;0
1758;Abner; Pai da luz;Hebraica;GERADO POR IA;0
1759;Baltazar; Deus protege o rei;Babilônica;GERADO POR IA;0
1760;Cássia; Canela;Grega;GERADO POR IA;0
1761;Débora; Abelha;Hebraica;GERADO POR IA;0
1762;Enoque; Iniciado;Hebraica;GERADO POR IA;0
1763;Firmino; Firme;Latina;GERADO POR IA;0
1764;Gideão; Cortador;Hebraica;GERADO POR IA;0
1765;Hagar; Fuga;Hebraica;GERADO POR IA;0
1766;Ivonete; Arco de teixo;Francesa;GERADO POR IA;0
1767;Jeremias; Deus exaltará;Hebraica;GERADO POR IA;0
1768;Ketlyn; Pura;Irlandesa;GERADO POR IA;0
1769;Lázaro; Deus ajudou;Hebraica;GERADO POR IA;0
1770;Malaquias; Meu mensageiro;Hebraica;GERADO POR IA;0
1771;Noé; Descanso;Hebraica;GERADO POR IA;0
1772;Oseias; Salvação;Hebraica;GERADO POR IA;0
1773;Perséfone; Aquela que traz destruição;Grega;GERADO POR IA;0
1774;Queops; Protegido;Egípcia;GERADO POR IA;0
1775;Raabe; Amplo;Hebraica;GERADO POR IA;0
1776;Sansão; Pequeno sol;Hebraica;GERADO POR IA;0
1777;Talita; Menina;Aramaica;GERADO POR IA;0
1778;Urias; Deus é minha luz;Hebraica;GERADO POR IA;0
1779;Vasti; Bela;Persa;GERADO POR IA;0
1780;Werther; Guardião do exército;Germânica;GERADO POR IA;0
1781;Xerxes; Governante;Persa;GERADO POR IA;0
1782;Yasmin; Flor de jasmim;Persa;GERADO POR IA;0
1783;Zebedeu; Presente de Deus;Hebraica;GERADO POR IA;0
1784;Aban; Água;Persa;GERADO POR IA;0
1785;Bastião; Venerável;Grega;GERADO POR IA;0
1786;Cibele; Mãe terra;Frígia;GERADO POR IA;0
1787;Dagmar; Dia glorioso;Escandinava;GERADO POR IA;0
1788;Edivaldo; Governante rico;Germânica;GERADO POR IA;0
1789;Fábia; Agricultora;Latina;GERADO POR IA;0
1790;Giane; Deus é gracioso;Italiana;GERADO POR IA;0
1791;Hilel; Louvado;Hebraica;GERADO POR IA;0
1792;Iracema; Lábios de mel;Tupi;GERADO POR IA;0
1793;Jaci; Lua;Tupi;GERADO POR IA;0
1794;Kailane; Pura;Irlandesa;GERADO POR IA;0
1795;Líder; Condutor;Inglesa;GERADO POR IA;0
1796;Maíra; Filha de Araci;Tupi;GERADO POR IA;0
1797;Nelson; Filho de Neil;Inglesa;GERADO POR IA;0
1798;Oziel; Força de Deus;Hebraica;GERADO POR IA;0
1799;Pérola; Pérola;Latina;GERADO POR IA;0
1800;Querubim; Anjo;Hebraica;GERADO POR IA;0
1801;Rute; Amizade;Hebraica;GERADO POR IA;0
1802;Salomé; Paz;Hebraica;GERADO POR IA;0
1803;Társis; Pedra preciosa;Hebraica;GERADO POR IA;0
1804;Uziel; Força de Deus;Hebraica;GERADO POR IA;0
1805;Vânia; Deus é gracioso;Russa;GERADO POR IA;0
1806;Wanda; Andarilha;Eslava;GERADO POR IA;0
1807;Xena; Hospedeira;Grega;GERADO POR IA;0
1808;Yara; Senhora das águas;Tupi;GERADO POR IA;0
1809;Zara; Princesa;Árabe;GERADO POR IA;0
1810;Açucena; Flor;Árabe;GERADO POR IA;0
1811;Berenice; Portadora da vitória;Grega;GERADO POR IA;0
1812;Cássio; Vazio;Latina;GERADO POR IA;0
1813;Dália; Flor;Grega;GERADO POR IA;0
1814;Edna; Prazer;Hebraica;GERADO POR IA;0
1815;Floriano; Florido;Latina;GERADO POR IA;0
1816;Glaucia; Brilho cinza;Grega;GERADO POR IA;0
1817;Hélia; Sol;Grega;GERADO POR IA;0
1818;Ivanir; Deus é gracioso;Russa;GERADO POR IA;0
1819;Jandira; Abelha;Tupi;GERADO POR IA;0
1820;Kauê; Aquele que vê;Tupi;GERADO POR IA;0
1821;Lavínia; Mulher de Lácio;Latina;GERADO POR IA;0
1822;Márcia; Guerreira;Latina;GERADO POR IA;0
1823;Nair; Negra;Árabe;GERADO POR IA;0
1824;Olavo; Herdeiro;Escandinava;GERADO POR IA;0
1825;Priscila; Antiga;Latina;GERADO POR IA;0
1826;Querência; Lar;Espanhola;GERADO POR IA;0
1827;Rogério; Lança famosa;Germânica;GERADO POR IA;0
1828;Sílvio; Da floresta;Latina;GERADO POR IA;0
1829;Tereza; Caçadora;Grega;GERADO POR IA;0
1830;Ubaldo; Coragem;Germânica;GERADO POR IA;0
1831;Valéria; Saúde;Latina;GERADO POR IA;0
1832;Waldir; Governante do exército;Germânica;GERADO POR IA;0
1833;Xavier; Novo lar;Basco;GERADO POR IA;0
1834;Yasmin; Flor de jasmim;Persa;GERADO POR IA;0
1835;Zélia; Zelosa;Grega;GERADO POR IA;0
